concept:object:cutting_board.n.01	concept:affordance:eating.n.01	0.4559335691541928	
concept:object:cutting_board.n.01	concept:affordance:frying.n,01	-0.46969793663860043	
concept:object:cutting_board.n.01	concept:affordance:drinking.n.01	-0.8043587242349954	
concept:object:cutting_board.n.01	concept:affordance:measurement.n.01	-0.8043587242349954	

concept:object:cellphone.n.01	concept:affordance:burning.n.01	-0.8850447185429067	
concept:object:cellphone.n.01	concept:affordance:toasting.n.01	-0.8850447185429067	

concept:object:rolling_pin.n.01	concept:affordance:mixing.n.01	0.4559335691541928	
concept:object:rolling_pin.n.01	concept:affordance:heating.n.01	0.4559335691541928	
concept:object:rolling_pin.n.01	concept:affordance:cleaning.n.01	0.4559335691541928	
concept:object:rolling_pin.n.01	concept:affordance:drinking.n.01	0.4559335691541928	
concept:object:rolling_pin.n.01	concept:affordance:measurement.n.01	0.4559335691541928	
concept:object:rolling_pin.n.01	concept:affordance:eating.n.01	0.4559335691541928	

concept:object:potato.n.01	concept:affordance:cutting.n.03	0.7905943567505881	
concept:object:potato.n.01	concept:affordance:storage.n.01	0.7905943567505881	
concept:object:potato.n.01	concept:affordance:roasting.n.01	0.7905943567505881	

concept:object:omelet.n.01	concept:affordance:supporting.n.01	0.7905943567505881	

concept:object:soap.n.01	concept:affordance:storage.n.01	0.7905943567505881	

concept:object:napkin.n.01	concept:affordance:mixing.n.01	0.7905943567505881	
concept:object:napkin.n.01	concept:affordance:frying.n,01	-0.46969793663860043	
concept:object:napkin.n.01	concept:affordance:peeling.n.01	-0.46969793663860043	

concept:object:bowl.n.01	concept:affordance:baking.n.02	0.4559335691541928	
concept:object:bowl.n.01	concept:affordance:supporting.n.01	0.4559335691541928	
concept:object:bowl.n.01	concept:affordance:frying.n,01	0.4559335691541928	
concept:object:bowl.n.01	concept:affordance:cutting.n.03	0.4559335691541928	

concept:object:knife.n.01	concept:affordance:cutting.n.03	0.4559335691541928	*
concept:object:knife.n.01	concept:affordance:slicing.n.02	0.4559335691541928	*
concept:object:knife.n.01	concept:affordance:chopping.n.00	0.4559335691541928	*
concept:object:knife.n.01	concept:affordance:peeling.n.01	0.4559335691541928	*
concept:object:knife.n.01	concept:affordance:eating.n.01	0.4559335691541928	*
concept:object:knife.n.01	concept:affordance:supporting.n.01	0.4559335691541928	
concept:object:knife.n.01	concept:affordance:mixing.n.01	0.4559335691541928	
concept:object:knife.n.01	concept:affordance:drinking.n.01	-0.8043587242349954	

concept:object:toaster.n.02	concept:affordance:washing.n.01	0.4559335691541928	
concept:object:toaster.n.02	concept:affordance:chopping.n.00	-0.8043587242349954	

concept:object:towel.n.01	concept:affordance:cooking.n.01	0.7905943567505881	
concept:object:towel.n.01	concept:affordance:cutting.n.03	-0.46969793663860043	
concept:object:towel.n.01	concept:affordance:supporting.n.01	-0.8043587242349954	

concept:object:counter.n.01	concept:affordance:baking.n.02	-0.8913138856663435	
concept:object:counter.n.01	concept:affordance:drinking.n.01	-2.151606179055532	

concept:object:watering_can.n.01	concept:affordance:frying.n,01	-0.8043587242349954	
concept:object:watering_can.n.01	concept:affordance:heating.n.01	-2.151606179055532	

concept:object:dish.n.01	concept:affordance:slicing.n.02	0.4559335691541928	
concept:object:dish.n.01	concept:affordance:chopping.n.00	0.4559335691541928	
concept:object:dish.n.01	concept:affordance:mixing.n.01	0.4559335691541928	
concept:object:dish.n.01	concept:affordance:boiling.n.02	0.4559335691541928	
concept:object:dish.n.01	concept:affordance:baking.n.02	0.4559335691541928	

concept:object:water.n.06	concept:affordance:cooking.n.01	0.7905943567505881	*
concept:object:water.n.06	concept:affordance:boiling.n.02	0.7905943567505881	*
concept:object:water.n.06	concept:affordance:cleaning.n.01	0.7905943567505881	*
concept:object:water.n.06	concept:affordance:washing.n.01	0.7905943567505881	*
concept:object:water.n.06	concept:affordance:drinking.n.01	0.7905943567505881	*

concept:object:book.n.01	concept:affordance:baking.n.02	-0.46969793663860043	
concept:object:book.n.01	concept:affordance:heating.n.01	-0.46969793663860043	
concept:object:book.n.01	concept:affordance:supporting.n.01	-0.8043587242349954	
concept:object:book.n.01	concept:affordance:washing.n.01	-0.8043587242349954	

concept:object:lid.n.02	concept:affordance:cleaning.n.01	0.4559335691541928	
concept:object:lid.n.02	concept:affordance:washing.n.01	0.4559335691541928	
concept:object:lid.n.02	concept:affordance:drinking.n.01	0.4559335691541928	
concept:object:lid.n.02	concept:affordance:eating.n.01	0.4559335691541928	
concept:object:lid.n.02	concept:affordance:cutting.n.03	-0.8043587242349954	

concept:object:scrub_brush.n.01	concept:affordance:cooking.n.01	0.4559335691541928	
concept:object:scrub_brush.n.01	concept:affordance:cutting.n.03	-0.8043587242349954	
concept:object:scrub_brush.n.01	concept:affordance:heating.n.01	-0.8043587242349954	

concept:object:water_bottle.n.01	concept:affordance:baking.n.02	-0.8043587242349954	

concept:object:mug.n.04	concept:affordance:boiling.n.02	0.4559335691541928	
concept:object:mug.n.04	concept:affordance:cleaning.n.01	0.4559335691541928	
concept:object:mug.n.04	concept:affordance:burning.n.01	-0.46969793663860043	
concept:object:mug.n.04	concept:affordance:chopping.n.00	-0.8043587242349954	
concept:object:mug.n.04	concept:affordance:roasting.n.01	-1.1787784353900683	

concept:object:tissue_paper.n.01	concept:affordance:supporting.n.01	-0.8043587242349954	

concept:object:knob.n.02	concept:affordance:rolling.n.03	-2.151606179055532	
concept:object:knob.n.02	concept:affordance:heating.n.01	-2.151606179055532	

concept:object:oven.n.01	concept:affordance:boiling.n.02	0.9256315057927935	
concept:object:oven.n.01	concept:affordance:whisking.n.00	0.9256315057927935	

concept:object:spoon.n.01	concept:affordance:supporting.n.01	0.4559335691541928	
concept:object:spoon.n.01	concept:affordance:cutting.n.03	0.4559335691541928	

concept:object:kitchen_stove.n.01	concept:affordance:cooking.n.01	0.9256315057927935	*
