synset:ceratonia_siliqua.n.01	synset:locust_pod.n.01	1
synset:europe.n.01	synset:republic_of_estonia.n.01	1
synset:folding_chair.n.01	synset:stave.n.03	1
synset:africa.n.01	synset:republic_of_benin.n.01	1
synset:republic_of_india.n.01	synset:himalayas.n.01	1
synset:mouth.n.02	synset:lip.n.01	1
synset:room.n.01	synset:wall.n.01	1
synset:sleeping.n.01	synset:dreaming.n.02	1
synset:republic_of_iraq.n.01	synset:asur.n.01	1
synset:circulation.n.02	synset:blood_pressure.n.01	1
synset:playing_period.n.01	synset:chukker.n.01	1
synset:truck.n.01	synset:stabilizer_bar.n.01	1
synset:radiolocation.n.01	synset:waveguide.n.01	1
synset:playing_field.n.02	synset:midfield.n.01	1
synset:neuroglia.n.01	synset:neuroglial_cell.n.01	1
synset:atlantic_ocean.n.01	synset:british_isles.n.01	1
synset:home.n.02	synset:sleeping_room.n.01	1
synset:zion.n.02	synset:jerusalem.n.01	1
synset:eon.n.01	synset:geological_era.n.01	1
synset:tomatillo.n.02	synset:tomatillo.n.03	1
synset:video.n.04	synset:sound.n.05	1
synset:kilohertz.n.01	synset:hz.n.01	1
synset:stambul.n.01	synset:kadikoy.n.01	1
synset:north_star_state.n.01	synset:st._cloud.n.01	1
synset:west_indies.n.01	synset:commonwealth_of_the_bahamas.n.01	1
synset:vacuum_tube.n.01	synset:cathode.n.01	1
synset:hazelnut_tree.n.01	synset:hazelnut.n.02	1
synset:testis.n.01	synset:vas_deferens.n.01	1
synset:united_states_department_of_defense.n.01	synset:nga.n.01	1
synset:republic_of_colombia.n.01	synset:cartagena.n.02	1
synset:mib.n.01	synset:kilobyte.n.02	1
synset:tennis.n.01	synset:return.n.11	1
synset:sicily.n.01	synset:messina.n.01	1
synset:carolinas.n.01	synset:tar_heel_state.n.01	1
synset:europe.n.01	synset:switzerland.n.01	1
synset:vigna_unguiculata.n.01	synset:cowpea.n.01	1
synset:seaport.n.01	synset:anchorage_ground.n.01	1
synset:ethical_code.n.01	synset:principle.n.05	1
synset:missive.n.01	synset:ps.n.01	1
synset:great_britain.n.02	synset:scotland.n.01	1
synset:eastern_united_states.n.01	synset:appalachians.n.01	1
synset:caribbean.n.02	synset:jamaica.n.01	1
synset:head.n.29	synset:face.n.04	1
synset:italy.n.01	synset:brindisi.n.01	1
synset:spain.n.01	synset:cordova.n.02	1
synset:thighbone.n.01	synset:trochanter.n.01	1
synset:nutmeg_state.n.01	synset:waterbury.n.01	1
synset:dram.n.01	synset:scruple.n.01	1
synset:balcony.n.02	synset:handrail.n.01	1
synset:germany.n.01	synset:stuttgart.n.01	1
synset:indochinese_peninsula.n.01	synset:laos.n.01	1
synset:horse.n.01	synset:withers.n.01	1
synset:old_testament.n.01	synset:ecclesiastes.n.01	1
synset:circulatory_system.n.01	synset:ticker.n.01	1
synset:honshu.n.01	synset:omiya.n.01	1
synset:feline.n.01	synset:paw.n.01	1
synset:heart_of_dixie.n.01	synset:pittsburgh_of_the_south.n.01	1
synset:west_indian_cherry.n.01	synset:west_indian_cherry.n.02	1
synset:south.n.01	synset:old_line_state.n.01	1
synset:plastination.n.01	synset:evaporation.n.02	1
synset:skull.n.01	synset:sphenoid_bone.n.01	1
synset:sonar.n.01	synset:pulse_generator.n.01	1
