object:lid.n.02	material:metal.n.02	1
object:lid.n.02	material:plastic.n.01	1
object:lid.n.02	material:glass.n.01	1
object:spoon.n.01	material:metal.n.02	1
object:spoon.n.01	material:plastic.n.01	1
object:cup.n.01	material:metal.n.02	1
object:cup.n.01	material:plastic.n.01	1
object:cup.n.01	material:wood.n.01	1
object:cup.n.01	material:glass.n.01	1
object:cup.n.01	material:ceramic.n.01	1
object:cup.n.01	material:clay.n.01	1
object:cup.n.01	material:paper.n.01	1
object:hanger.n.02	material:metal.n.02	1
object:hanger.n.02	material:plastic.n.01	1
object:hanger.n.02	material:wood.n.01	1
object:chair.n.01	material:metal.n.02	1
object:chair.n.01	material:plastic.n.01	1
object:chair.n.01	material:wood.n.01	1
object:chair.n.01	material:clay.n.01	1
object:plate.n.04	material:plastic.n.01	1
object:plate.n.04	material:glass.n.01	1
object:plate.n.04	material:ceramic.n.01	1
object:plate.n.04	material:clay.n.01	1
object:plate.n.04	material:paper.n.01	1
object:dish.n.01	material:plastic.n.01	1
object:dish.n.01	material:glass.n.01	1
object:dish.n.01	material:ceramic.n.01	1
object:can.n.01	material:metal.n.02	1
object:toaster.n.02	material:metal.n.02	1
object:cellphone.n.01	material:plastic.n.01	1
object:skillet.n.01	material:metal.n.02	1
object:coffee_maker.n.01	material:metal.n.02	1
object:coffee_maker.n.01	material:plastic.n.01	1
object:teapot.n.01	material:metal.n.02	1
object:book.n.01	material:paper.n.01	1
object:watering_can.n.01	material:metal.n.02	1
object:watering_can.n.01	material:plastic.n.01	1
object:towel.n.01	material:fabric.n.01	1
object:towel.n.01	material:paper.n.01	1
object:table.n.02	material:wood.n.01	1
object:table.n.02	material:glass.n.01	1
object:vacuum.n.04	material:plastic.n.01	1
object:faucet.n.01	material:metal.n.02	1
object:tissue_paper.n.01	material:wood.n.01	1
object:tissue_paper.n.01	material:paper.n.01	1
object:microwave.n.02	material:metal.n.02	1
object:mug.n.04	material:glass.n.01	1
object:mug.n.04	material:ceramic.n.01	1
object:mug.n.04	material:clay.n.01	1
object:cutting_board.n.01	material:plastic.n.01	1
object:cutting_board.n.01	material:wood.n.01	1
object:oven.n.01	material:metal.n.02	1
object:scrub_brush.n.01	material:metal.n.02	1
object:scrub_brush.n.01	material:plastic.n.01	1
object:napkin.n.01	material:fabric.n.01	1
object:napkin.n.01	material:paper.n.01	1
object:water_bottle.n.01	material:plastic.n.01	1
object:water_bottle.n.01	material:glass.n.01	1
