object:apple.n.01,affordance:eating.n.01	1	-on-_on-used_for-,0.21686746987951808 -#- -on-_in-used_for-,0.17829457364341086 -#- -in-_in-used_for-,0.24 -#- -in-_on-used_for-,0.3116883116883117 -#- -on-_on-on-_on-used_for-,0.2375 -#- -in-_in-on-_on-used_for-,0.17647058823529413 -#- -in-_in-in-_on-used_for-,0.11764705882352941 -#- -on-_on-in-_in-used_for-,0.16326530612244897 -#- -on-_on-in-_on-used_for-,0.07142857142857142 -#- -in-_on-on-_on-used_for-,0.14864864864864866 -#- -on-_in-used_for-_used_for-used_for-,0.1388888888888889 -#- -on-_in-on-_on-used_for-,0.22077922077922077 -#- -in-_in-used_for-_used_for-used_for-,0.06493506493506493 -#- -in-_on-on-_in-used_for-,0.20689655172413793 -#- -on-_on-used_for-_used_for-used_for-,0.14814814814814814 -#- -in-_in-in-_in-used_for-,0.2597402597402597 -#- -in-_in-on-_in-used_for-,0.21666666666666667 -#- -in-_on-made_of-_made_of-used_for-,0.018518518518518517 -#- -on-_on-on-_in-used_for-,0.14102564102564102 -#- -in-_on-in-_on-used_for-,0.1388888888888889 -#- -on-_in-in-_in-used_for-,0.16923076923076924 -#- -in-_on-in-_in-used_for-,0.11267605633802817 -#- -on-_in-on-_in-used_for-,0.23076923076923078 -#- -in-_on-used_for-_used_for-used_for-,0.08333333333333333 -#- -in-_in-made_of-_made_of-used_for-,0.19230769230769232 -#- -on-_on-made_of-_made_of-used_for-,0.08955223880597014 -#- -on-_on-on-_on-used_for-_used_for-used_for-,0.015873015873015872 -#- -on-_on-on-_on-in-_in-used_for-,0.23728813559322035 -#- -on-_on-on-_on-on-_on-used_for-,0.3050847457627119 -#- -in-_in-in-_in-used_for-_used_for-used_for-,0.15151515151515152 -#- -on-_in-made_of-_made_of-used_for-,0.06060606060606061 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.125 -#- -in-_in-in-_on-on-_on-used_for-,0.24528301886792453 -#- -in-_on-on-_on-on-_on-used_for-,0.2542372881355932 -#- -on-_on-on-_on-in-_on-used_for-,0.046511627906976744 -#- -on-_in-in-_on-used_for-,0.13043478260869565 -#- -in-_in-in-_in-on-_on-used_for-,0.2878787878787879 -#- -in-_on-in-_on-in-_in-used_for-,0.05 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.1 -#- -on-_in-on-_on-on-_on-used_for-,0.11538461538461539 -#- -on-_in-on-_in-used_for-_used_for-used_for-,0.12121212121212122 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.14925373134328357 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.04285714285714286 -#- -on-_on-on-_in-used_for-_used_for-used_for-,0.16 -#- -on-_on-in-_on-on-_on-used_for-,0.2833333333333333 -#- -in-_in-used_for-_used_for-in-_in-used_for-,0.25
object:scrub_brush.n.01,affordance:cleaning.n.01	1	-on-_on-used_for-,0.04 -#- -on-_in-used_for-,0.09016393442622951 -#- -made_of-_made_of-used_for-,0.06521739130434782 -#- -in-_in-used_for-,0.12582781456953643 -#- -in-_on-used_for-,0.08088235294117647 -#- -on-_on-on-_on-used_for-,0.039473684210526314 -#- -in-_in-on-_on-used_for-,0.02531645569620253 -#- -in-_in-in-_on-used_for-,0.056338028169014086 -#- -on-_on-in-_in-used_for-,0.0875 -#- -on-_on-in-_on-used_for-,0.07246376811594203 -#- -made_of-_made_of-on-_on-used_for-,0.0975609756097561 -#- -in-_on-on-_on-used_for-,0.04054054054054054 -#- -on-_in-used_for-_used_for-used_for-,0.05063291139240506 -#- -on-_in-on-_on-used_for-,0.09375 -#- -in-_in-used_for-_used_for-used_for-,0.06666666666666667 -#- -in-_on-on-_in-used_for-,0.061224489795918366 -#- -made_of-_made_of-in-_in-used_for-,0.06153846153846154 -#- -on-_on-used_for-_used_for-used_for-,0.05194805194805195 -#- -made_of-_made_of-used_for-_used_for-used_for-,0.041666666666666664 -#- -in-_in-in-_in-used_for-,0.13157894736842105 -#- -in-_in-on-_in-used_for-,0.015625 -#- -in-_on-made_of-_made_of-used_for-,0.09375 -#- -on-_on-on-_in-used_for-,0.10714285714285714 -#- -in-_on-in-_on-used_for-,0.0847457627118644 -#- -on-_in-in-_in-used_for-,0.1044776119402985 -#- -made_of-_made_of-in-_on-used_for-,0.1 -#- -made_of-_made_of-on-_in-used_for-,0.05357142857142857 -#- -in-_on-in-_in-used_for-,0.09333333333333334 -#- -on-_in-on-_in-used_for-,0.12280701754385964 -#- -made_of-_made_of-made_of-_made_of-used_for-,0.04225352112676056 -#- -on-_on-made_of-_made_of-used_for-,0.03125 -#- -on-_on-on-_on-used_for-_used_for-used_for-,0.10606060606060606 -#- -on-_on-on-_on-in-_in-used_for-,0.06557377049180328 -#- -on-_on-on-_on-on-_on-used_for-,0.08955223880597014 -#- -in-_in-in-_in-used_for-_used_for-used_for-,0.016129032258064516 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.058823529411764705 -#- -made_of-_made_of-on-_in-in-_in-used_for-,0.047619047619047616 -#- -in-_in-in-_on-on-_on-used_for-,0.05357142857142857 -#- -in-_on-on-_on-on-_on-used_for-,0.06666666666666667 -#- -on-_on-on-_on-in-_on-used_for-,0.06451612903225806 -#- -on-_in-in-_on-used_for-,0.0967741935483871 -#- -in-_in-in-_in-on-_on-used_for-,0.028985507246376812 -#- -in-_on-in-_on-in-_in-used_for-,0.08 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.06976744186046512 -#- -on-_in-on-_on-on-_on-used_for-,0.16666666666666666 -#- -made_of-_made_of-on-_in-used_for-_used_for-used_for-,0.022222222222222223 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.04285714285714286 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.04918032786885246 -#- -on-_on-on-_in-used_for-_used_for-used_for-,0.05263157894736842 -#- -on-_on-in-_on-on-_on-used_for-,0.09433962264150944 -#- -in-_in-used_for-_used_for-in-_in-used_for-,0.061224489795918366 -#- -made_of-_made_of-on-_on-on-_on-used_for-,0.11764705882352941
object:scrub_brush.n.01,affordance:washing.n.01	1	-on-_on-used_for-,0.032 -#- -on-_in-used_for-,0.07377049180327869 -#- -made_of-_made_of-used_for-,0.014492753623188406 -#- -in-_in-used_for-,0.026490066225165563 -#- -in-_on-used_for-,0.04411764705882353 -#- -on-_on-on-_on-used_for-,0.06578947368421052 -#- -in-_in-on-_on-used_for-,0.08860759493670886 -#- -in-_in-in-_on-used_for-,0.028169014084507043 -#- -on-_on-in-_in-used_for-,0.0625 -#- -on-_on-in-_on-used_for-,0.014492753623188406 -#- -made_of-_made_of-on-_on-used_for-,0.06097560975609756 -#- -on-_in-used_for-_used_for-used_for-,0.05063291139240506 -#- -on-_in-on-_on-used_for-,0.046875 -#- -in-_in-used_for-_used_for-used_for-,0.03333333333333333 -#- -in-_on-on-_in-used_for-,0.061224489795918366 -#- -made_of-_made_of-in-_in-used_for-,0.046153846153846156 -#- -on-_on-used_for-_used_for-used_for-,0.03896103896103896 -#- -made_of-_made_of-used_for-_used_for-used_for-,0.05555555555555555 -#- -in-_in-in-_in-used_for-,0.05263157894736842 -#- -in-_in-on-_in-used_for-,0.046875 -#- -in-_on-made_of-_made_of-used_for-,0.046875 -#- -on-_on-on-_in-used_for-,0.08928571428571429 -#- -in-_on-in-_on-used_for-,0.05084745762711865 -#- -on-_in-in-_in-used_for-,0.014925373134328358 -#- -made_of-_made_of-in-_on-used_for-,0.04 -#- -made_of-_made_of-on-_in-used_for-,0.03571428571428571 -#- -in-_on-in-_in-used_for-,0.05333333333333334 -#- -on-_in-on-_in-used_for-,0.05263157894736842 -#- -in-_on-used_for-_used_for-used_for-,0.08571428571428572 -#- -made_of-_made_of-made_of-_made_of-used_for-,0.056338028169014086 -#- -in-_in-made_of-_made_of-used_for-,0.09433962264150944 -#- -on-_on-made_of-_made_of-used_for-,0.015625 -#- -on-_on-on-_on-used_for-_used_for-used_for-,0.12121212121212122 -#- -on-_on-on-_on-in-_in-used_for-,0.06557377049180328 -#- -on-_on-on-_on-on-_on-used_for-,0.029850746268656716 -#- -in-_in-in-_in-used_for-_used_for-used_for-,0.03225806451612903 -#- -on-_in-made_of-_made_of-used_for-,0.02127659574468085 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.09803921568627451 -#- -made_of-_made_of-on-_in-in-_in-used_for-,0.023809523809523808 -#- -in-_on-on-_on-on-_on-used_for-,0.05 -#- -on-_on-on-_on-in-_on-used_for-,0.016129032258064516 -#- -in-_in-in-_in-on-_on-used_for-,0.014492753623188406 -#- -in-_on-in-_on-in-_in-used_for-,0.06 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.046511627906976744 -#- -on-_in-on-_in-used_for-_used_for-used_for-,0.022222222222222223 -#- -made_of-_made_of-on-_in-used_for-_used_for-used_for-,0.06666666666666667 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.04285714285714286 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.03278688524590164 -#- -on-_on-on-_in-used_for-_used_for-used_for-,0.05263157894736842 -#- -on-_on-in-_on-on-_on-used_for-,0.018867924528301886 -#- -made_of-_made_of-on-_on-on-_on-used_for-,0.0196078431372549
object:apple.n.01,affordance:cooking.n.01	1	-on-_on-used_for-,0.0783132530120482 -#- -on-_in-used_for-,0.05426356589147287 -#- -in-_in-used_for-,0.088 -#- -in-_on-used_for-,0.08441558441558442 -#- -on-_on-on-_on-used_for-,0.0875 -#- -in-_in-on-_on-used_for-,0.058823529411764705 -#- -in-_in-in-_on-used_for-,0.04411764705882353 -#- -on-_on-in-_in-used_for-,0.11224489795918367 -#- -on-_on-in-_on-used_for-,0.12857142857142856 -#- -in-_on-on-_on-used_for-,0.10810810810810811 -#- -on-_in-used_for-_used_for-used_for-,0.125 -#- -on-_in-on-_on-used_for-,0.11688311688311688 -#- -in-_in-used_for-_used_for-used_for-,0.16883116883116883 -#- -in-_on-on-_in-used_for-,0.06896551724137931 -#- -on-_on-used_for-_used_for-used_for-,0.1111111111111111 -#- -in-_in-in-_in-used_for-,0.14285714285714285 -#- -in-_in-on-_in-used_for-,0.15 -#- -in-_on-made_of-_made_of-used_for-,0.037037037037037035 -#- -on-_on-on-_in-used_for-,0.10256410256410256 -#- -in-_on-in-_on-used_for-,0.1111111111111111 -#- -on-_in-in-_in-used_for-,0.2153846153846154 -#- -in-_on-in-_in-used_for-,0.16901408450704225 -#- -on-_in-on-_in-used_for-,0.15384615384615385 -#- -in-_on-used_for-_used_for-used_for-,0.16666666666666666 -#- -in-_in-made_of-_made_of-used_for-,0.038461538461538464 -#- -on-_on-made_of-_made_of-used_for-,0.014925373134328358 -#- -on-_on-on-_on-used_for-_used_for-used_for-,0.09523809523809523 -#- -on-_on-on-_on-in-_in-used_for-,0.15254237288135594 -#- -on-_on-on-_on-on-_on-used_for-,0.05084745762711865 -#- -in-_in-in-_in-used_for-_used_for-used_for-,0.12121212121212122 -#- -on-_in-made_of-_made_of-used_for-,0.13636363636363635 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.125 -#- -in-_in-in-_on-on-_on-used_for-,0.09433962264150944 -#- -in-_on-on-_on-on-_on-used_for-,0.03389830508474576 -#- -on-_on-on-_on-in-_on-used_for-,0.2558139534883721 -#- -on-_in-in-_on-used_for-,0.057971014492753624 -#- -in-_in-in-_in-on-_on-used_for-,0.15151515151515152 -#- -in-_on-in-_on-in-_in-used_for-,0.11666666666666667 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.12 -#- -on-_in-on-_on-on-_on-used_for-,0.07692307692307693 -#- -on-_in-on-_in-used_for-_used_for-used_for-,0.09090909090909091 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.13432835820895522 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.18571428571428572 -#- -on-_on-on-_in-used_for-_used_for-used_for-,0.08 -#- -on-_on-in-_on-on-_on-used_for-,0.08333333333333333 -#- -in-_in-used_for-_used_for-in-_in-used_for-,0.13333333333333333
object:kitchen_stove.n.01,affordance:mixing.n.01	-1	-used_for-_used_for-on-_in-used_for-,0.03076923076923077 -#- -made_of-_made_of-made_of-_made_of-used_for-,0.029411764705882353 -#- -made_of-_made_of-used_for-,0.02054794520547945 -#- -used_for-_used_for-used_for-_used_for-used_for-,0.030612244897959183 -#- -used_for-_used_for-on-_on-used_for-,0.0410958904109589 -#- -used_for-_used_for-used_for-_used_for-in-_in-used_for-,0.02 -#- -used_for-_used_for-used_for-,0.030120481927710843 -#- -made_of-_made_of-on-_on-used_for-,0.04225352112676056 -#- -made_of-_made_of-on-_in-in-_in-used_for-,0.08163265306122448 -#- -made_of-_made_of-in-_in-used_for-,0.046153846153846156 -#- -made_of-_made_of-used_for-_used_for-used_for-,0.02564102564102564 -#- -made_of-_made_of-in-_on-used_for-,0.017241379310344827 -#- -made_of-_made_of-on-_in-used_for-,0.07692307692307693 -#- -made_of-_made_of-on-_on-on-_on-used_for-,0.07936507936507936 -#- -used_for-_used_for-made_of-_made_of-used_for-,0.0375
object:apple.n.01,affordance:mixing.n.01	-1	-on-_on-used_for-,0.060240963855421686 -#- -on-_in-used_for-,0.20155038759689922 -#- -in-_in-used_for-,0.048 -#- -in-_on-used_for-,0.032467532467532464 -#- -on-_on-on-_on-used_for-,0.0625 -#- -in-_in-on-_on-used_for-,0.08823529411764706 -#- -in-_in-in-_on-used_for-,0.014705882352941176 -#- -on-_on-in-_in-used_for-,0.11224489795918367 -#- -on-_on-in-_on-used_for-,0.02857142857142857 -#- -in-_on-on-_on-used_for-,0.0945945945945946 -#- -on-_in-used_for-_used_for-used_for-,0.041666666666666664 -#- -on-_in-on-_on-used_for-,0.05194805194805195 -#- -in-_in-used_for-_used_for-used_for-,0.05194805194805195 -#- -in-_on-on-_in-used_for-,0.034482758620689655 -#- -on-_on-used_for-_used_for-used_for-,0.09876543209876543 -#- -in-_in-in-_in-used_for-,0.1038961038961039 -#- -in-_in-on-_in-used_for-,0.06666666666666667 -#- -in-_on-made_of-_made_of-used_for-,0.05555555555555555 -#- -on-_on-on-_in-used_for-,0.038461538461538464 -#- -on-_in-in-_in-used_for-,0.09230769230769231 -#- -in-_on-in-_in-used_for-,0.04225352112676056 -#- -on-_in-on-_in-used_for-,0.07692307692307693 -#- -in-_on-used_for-_used_for-used_for-,0.05555555555555555 -#- -on-_on-made_of-_made_of-used_for-,0.13432835820895522 -#- -on-_on-on-_on-used_for-_used_for-used_for-,0.09523809523809523 -#- -on-_on-on-_on-in-_in-used_for-,0.05084745762711865 -#- -on-_on-on-_on-on-_on-used_for-,0.01694915254237288 -#- -in-_in-in-_in-used_for-_used_for-used_for-,0.09090909090909091 -#- -on-_in-made_of-_made_of-used_for-,0.015151515151515152 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.025 -#- -in-_in-in-_on-on-_on-used_for-,0.09433962264150944 -#- -in-_on-on-_on-on-_on-used_for-,0.03389830508474576 -#- -on-_on-on-_on-in-_on-used_for-,0.046511627906976744 -#- -on-_in-in-_on-used_for-,0.10144927536231885 -#- -in-_on-in-_on-in-_in-used_for-,0.03333333333333333 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.16 -#- -on-_in-on-_on-on-_on-used_for-,0.019230769230769232 -#- -on-_in-on-_in-used_for-_used_for-used_for-,0.12121212121212122 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.029850746268656716 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.014285714285714285 -#- -on-_on-on-_in-used_for-_used_for-used_for-,0.04 -#- -on-_on-in-_on-on-_on-used_for-,0.08333333333333333 -#- -in-_in-used_for-_used_for-in-_in-used_for-,0.03333333333333333
object:apple.n.01,affordance:baking.n.02	1	-on-_on-used_for-,0.0783132530120482 -#- -on-_in-used_for-,0.046511627906976744 -#- -in-_in-used_for-,0.08 -#- -in-_on-used_for-,0.025974025974025976 -#- -on-_on-on-_on-used_for-,0.0625 -#- -in-_in-on-_on-used_for-,0.029411764705882353 -#- -on-_on-in-_in-used_for-,0.05102040816326531 -#- -on-_on-in-_on-used_for-,0.014285714285714285 -#- -in-_on-on-_on-used_for-,0.10810810810810811 -#- -on-_in-used_for-_used_for-used_for-,0.027777777777777776 -#- -on-_in-on-_on-used_for-,0.12987012987012986 -#- -in-_in-used_for-_used_for-used_for-,0.05194805194805195 -#- -in-_on-on-_in-used_for-,0.06896551724137931 -#- -on-_on-used_for-_used_for-used_for-,0.06172839506172839 -#- -in-_in-in-_in-used_for-,0.025974025974025976 -#- -in-_in-on-_in-used_for-,0.1 -#- -in-_on-made_of-_made_of-used_for-,0.09259259259259259 -#- -on-_on-on-_in-used_for-,0.08974358974358974 -#- -in-_on-in-_on-used_for-,0.027777777777777776 -#- -in-_on-in-_in-used_for-,0.07042253521126761 -#- -on-_in-on-_in-used_for-,0.09615384615384616 -#- -in-_on-used_for-_used_for-used_for-,0.08333333333333333 -#- -in-_in-made_of-_made_of-used_for-,0.038461538461538464 -#- -on-_on-made_of-_made_of-used_for-,0.029850746268656716 -#- -on-_on-on-_on-on-_on-used_for-,0.1016949152542373 -#- -on-_in-made_of-_made_of-used_for-,0.07575757575757576 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.1 -#- -in-_in-in-_on-on-_on-used_for-,0.03773584905660377 -#- -in-_on-on-_on-on-_on-used_for-,0.03389830508474576 -#- -on-_in-in-_on-used_for-,0.028985507246376812 -#- -in-_in-in-_in-on-_on-used_for-,0.015151515151515152 -#- -in-_on-in-_on-in-_in-used_for-,0.11666666666666667 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.04 -#- -on-_in-on-_on-on-_on-used_for-,0.038461538461538464 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.04477611940298507 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.014285714285714285 -#- -on-_on-on-_in-used_for-_used_for-used_for-,0.18 -#- -on-_on-in-_on-on-_on-used_for-,0.03333333333333333 -#- -in-_in-used_for-_used_for-in-_in-used_for-,0.06666666666666667
object:kitchen_stove.n.01,affordance:cleaning.n.01	-1	-used_for-_used_for-on-_in-used_for-,0.015384615384615385 -#- -made_of-_made_of-made_of-_made_of-used_for-,0.07352941176470588 -#- -made_of-_made_of-used_for-,0.0136986301369863 -#- -used_for-_used_for-on-_on-used_for-,0.0273972602739726 -#- -used_for-_used_for-used_for-_used_for-in-_in-used_for-,0.18 -#- -used_for-_used_for-used_for-,0.006024096385542169 -#- -made_of-_made_of-on-_on-used_for-,0.11267605633802817 -#- -made_of-_made_of-on-_in-in-_in-used_for-,0.04081632653061224 -#- -made_of-_made_of-in-_in-used_for-,0.13846153846153847 -#- -made_of-_made_of-used_for-_used_for-used_for-,0.07692307692307693 -#- -made_of-_made_of-on-_in-used_for-_used_for-used_for-,0.04081632653061224 -#- -made_of-_made_of-in-_on-used_for-,0.10344827586206896 -#- -made_of-_made_of-on-_in-used_for-,0.09615384615384616 -#- -made_of-_made_of-on-_on-on-_on-used_for-,0.09523809523809523 -#- -used_for-_used_for-made_of-_made_of-used_for-,0.0625
object:napkin.n.01,affordance:cooking.n.01	-1	-on-_on-used_for-,0.022058823529411766 -#- -on-_in-used_for-,0.06578947368421052 -#- -in-_in-used_for-,0.07407407407407407 -#- -in-_on-used_for-,0.09448818897637795 -#- -on-_on-on-_on-used_for-,0.03896103896103896 -#- -in-_in-on-_on-used_for-,0.06818181818181818 -#- -in-_in-in-_on-used_for-,0.04878048780487805 -#- -on-_on-in-_in-used_for-,0.15714285714285714 -#- -on-_on-in-_on-used_for-,0.0547945205479452 -#- -made_of-_made_of-on-_on-used_for-,0.19230769230769232 -#- -in-_on-on-_on-used_for-,0.13095238095238096 -#- -on-_in-used_for-_used_for-used_for-,0.14 -#- -on-_in-on-_on-used_for-,0.07142857142857142 -#- -in-_in-used_for-_used_for-used_for-,0.07777777777777778 -#- -in-_on-on-_in-used_for-,0.16129032258064516 -#- -made_of-_made_of-in-_in-used_for-,0.12941176470588237 -#- -on-_on-used_for-_used_for-used_for-,0.15476190476190477 -#- -made_of-_made_of-used_for-_used_for-used_for-,0.08064516129032258 -#- -in-_in-in-_in-used_for-,0.0759493670886076 -#- -in-_in-on-_in-used_for-,0.14666666666666667 -#- -in-_on-made_of-_made_of-used_for-,0.046875 -#- -on-_on-on-_in-used_for-,0.08928571428571429 -#- -in-_on-in-_on-used_for-,0.14084507042253522 -#- -on-_in-in-_in-used_for-,0.08163265306122448 -#- -made_of-_made_of-in-_on-used_for-,0.09210526315789473 -#- -made_of-_made_of-on-_in-used_for-,0.11864406779661017 -#- -in-_on-in-_in-used_for-,0.1095890410958904 -#- -on-_in-on-_in-used_for-,0.21621621621621623 -#- -in-_on-used_for-_used_for-used_for-,0.08333333333333333 -#- -in-_in-made_of-_made_of-used_for-,0.046875 -#- -on-_on-made_of-_made_of-used_for-,0.015873015873015872 -#- -on-_on-on-_on-used_for-_used_for-used_for-,0.11538461538461539 -#- -on-_on-on-_on-in-_in-used_for-,0.10909090909090909 -#- -on-_on-on-_on-on-_on-used_for-,0.10606060606060606 -#- -in-_in-in-_in-used_for-_used_for-used_for-,0.13636363636363635 -#- -on-_in-made_of-_made_of-used_for-,0.022222222222222223 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.11904761904761904 -#- -made_of-_made_of-on-_in-in-_in-used_for-,0.04878048780487805 -#- -in-_in-in-_on-on-_on-used_for-,0.08620689655172414 -#- -in-_on-on-_on-on-_on-used_for-,0.04477611940298507 -#- -on-_on-on-_on-in-_on-used_for-,0.10416666666666667 -#- -on-_in-in-_on-used_for-,0.2619047619047619 -#- -in-_in-in-_in-on-_on-used_for-,0.125 -#- -in-_on-in-_on-in-_in-used_for-,0.0784313725490196 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.05 -#- -on-_in-on-_on-on-_on-used_for-,0.13157894736842105 -#- -on-_in-on-_in-used_for-_used_for-used_for-,0.225 -#- -made_of-_made_of-on-_in-used_for-_used_for-used_for-,0.07692307692307693 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.125 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.05970149253731343 -#- -on-_on-on-_in-used_for-_used_for-used_for-,0.045454545454545456 -#- -on-_on-in-_on-on-_on-used_for-,0.14814814814814814 -#- -in-_in-used_for-_used_for-in-_in-used_for-,0.08771929824561403 -#- -made_of-_made_of-on-_on-on-_on-used_for-,0.13636363636363635
object:napkin.n.01,affordance:cleaning.n.01	1	-on-_on-used_for-,0.08088235294117647 -#- -made_of-_made_of-used_for-,0.39814814814814814 -#- -in-_in-used_for-,0.05925925925925926 -#- -in-_on-used_for-,0.13385826771653545 -#- -on-_on-on-_on-used_for-,0.11688311688311688 -#- -in-_in-on-_on-used_for-,0.056818181818181816 -#- -in-_in-in-_on-used_for-,0.08536585365853659 -#- -on-_on-in-_in-used_for-,0.07142857142857142 -#- -on-_on-in-_on-used_for-,0.1232876712328767 -#- -made_of-_made_of-on-_on-used_for-,0.20512820512820512 -#- -in-_on-on-_on-used_for-,0.03571428571428571 -#- -on-_in-on-_on-used_for-,0.017857142857142856 -#- -in-_in-used_for-_used_for-used_for-,0.1111111111111111 -#- -in-_on-on-_in-used_for-,0.06451612903225806 -#- -made_of-_made_of-in-_in-used_for-,0.047058823529411764 -#- -on-_on-used_for-_used_for-used_for-,0.047619047619047616 -#- -made_of-_made_of-used_for-_used_for-used_for-,0.24193548387096775 -#- -in-_in-in-_in-used_for-,0.05063291139240506 -#- -in-_in-on-_in-used_for-,0.013333333333333334 -#- -in-_on-made_of-_made_of-used_for-,0.0625 -#- -on-_on-on-_in-used_for-,0.017857142857142856 -#- -in-_on-in-_on-used_for-,0.07042253521126761 -#- -on-_in-in-_in-used_for-,0.08163265306122448 -#- -made_of-_made_of-in-_on-used_for-,0.07894736842105263 -#- -made_of-_made_of-on-_in-used_for-,0.0847457627118644 -#- -in-_on-in-_in-used_for-,0.0410958904109589 -#- -on-_in-on-_in-used_for-,0.08108108108108109 -#- -in-_on-used_for-_used_for-used_for-,0.011904761904761904 -#- -made_of-_made_of-made_of-_made_of-used_for-,0.20689655172413793 -#- -in-_in-made_of-_made_of-used_for-,0.09375 -#- -on-_on-made_of-_made_of-used_for-,0.07936507936507936 -#- -on-_on-on-_on-used_for-_used_for-used_for-,0.019230769230769232 -#- -on-_on-on-_on-in-_in-used_for-,0.07272727272727272 -#- -on-_on-on-_on-on-_on-used_for-,0.07575757575757576 -#- -in-_in-in-_in-used_for-_used_for-used_for-,0.045454545454545456 -#- -on-_in-made_of-_made_of-used_for-,0.1111111111111111 -#- -in-_in-used_for-_used_for-in-_on-used_for-,0.07142857142857142 -#- -made_of-_made_of-on-_in-in-_in-used_for-,0.0975609756097561 -#- -in-_in-in-_on-on-_on-used_for-,0.05172413793103448 -#- -in-_on-on-_on-on-_on-used_for-,0.05970149253731343 -#- -on-_on-on-_on-in-_on-used_for-,0.041666666666666664 -#- -on-_in-in-_on-used_for-,0.11904761904761904 -#- -in-_in-in-_in-on-_on-used_for-,0.046875 -#- -in-_on-in-_on-in-_in-used_for-,0.058823529411764705 -#- -in-_on-made_of-_made_of-in-_in-used_for-,0.075 -#- -on-_in-on-_in-used_for-_used_for-used_for-,0.025 -#- -made_of-_made_of-on-_in-used_for-_used_for-used_for-,0.10256410256410256 -#- -on-_on-in-_in-used_for-_used_for-used_for-,0.046875 -#- -in-_on-on-_on-used_for-_used_for-used_for-,0.014925373134328358 -#- -on-_on-in-_on-on-_on-used_for-,0.037037037037037035 -#- -in-_in-used_for-_used_for-in-_in-used_for-,0.03508771929824561 -#- -made_of-_made_of-on-_on-on-_on-used_for-,0.09090909090909091
