1	2	1
3	4	1
5	6	1
7	2	1
8	9	1
10	11	1
12	13	1
14	15	1
16	6	1
17	2	1
18	19	1
20	21	1
22	2	1
23	9	1
24	2	1
5	4	1
25	26	1
27	2	1
28	2	1
29	30	1
31	2	1
32	6	1
33	15	1
34	2	1
35	13	1
36	15	1
37	2	1
38	2	1
39	26	1
40	21	1
41	19	1
23	13	1
42	4	1
43	2	1
20	6	1
28	4	1
44	2	1
45	13	1
46	47	1
36	48	1
36	30	1
49	2	1
50	2	1
51	2	1
52	2	1
53	19	1
36	54	1
1	26	1
41	55	1
17	56	1
57	58	1
59	60	1
61	62	1
46	15	1
63	13	1
10	9	1
64	2	1
65	6	1
66	6	1
67	2	1
68	2	1
69	11	1
41	30	1
70	2	1
71	13	1
45	6	1
72	13	1
73	2	1
74	75	1
23	6	1
76	2	1
77	2	1
53	2	1
10	2	1
3	9	1
29	26	1
78	6	1
79	21	1
80	62	1
81	11	1
82	2	1
83	2	1
84	2	1
85	9	1
5	2	1
85	6	1
86	2	1
87	6	1
88	2	1
89	56	1
85	47	1
90	2	1
91	2	1
92	9	1
88	4	1
93	2	1
94	15	1
95	6	1
96	21	1
97	15	1
23	2	1
63	9	1
98	2	1
99	6	1
33	100	1
101	6	1
88	9	1
90	6	1
102	47	1
103	2	1
104	4	1
105	2	1
37	26	1
16	2	1
106	2	1
107	6	1
107	2	1
63	6	1
108	55	1
109	21	1
65	2	1
94	2	1
104	2	1
110	13	1
111	56	1
112	2	1
92	30	1
113	6	1
92	6	1
114	2	1
112	9	1
115	30	1
116	26	1
52	26	1
74	9	1
117	2	1
63	21	1
118	119	1
120	121	1
87	2	1
122	2	1
123	2	1
5	124	1
125	11	1
81	19	1
74	60	1
126	13	1
127	47	1
128	26	1
61	121	1
129	26	1
50	9	1
130	19	1
53	6	1
17	9	1
27	6	1
131	132	2
133	132	2
134	132	2
135	132	2
136	137	2
138	139	2
140	132	2
141	132	2
142	132	2
143	132	2
144	139	2
145	132	2
146	132	2
147	132	2
148	132	2
149	137	2
150	132	2
151	132	2
152	137	2
153	132	2
154	132	2
155	139	2
156	139	2
157	132	2
158	132	2
159	137	2
160	132	2
161	132	2
162	132	2
163	132	2
164	139	2
165	132	2
166	132	2
167	137	2
