-|education|educational_institution|students_graduates.|education|education|student-_|education|field_of_study|students_majoring.|education|education|student-	2.865030426788565
-_|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_degree|people_with_this_degree.|education|education|institution-_|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_institution|students_graduates.|education|education|major_field_of_study-	1.3688415441484523
-|education|educational_institution|students_graduates.|education|education|major_field_of_study-|education|field_of_study|students_majoring.|education|education|major_field_of_study-	1.3109792129480067
-|education|educational_institution|school_type-_|education|educational_institution|school_type-|education|educational_institution|students_graduates.|education|education|major_field_of_study-	1.2440693310573279
-_|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_degree|people_with_this_degree.|education|education|major_field_of_study-	1.2390082232315351
-|education|educational_institution|students_graduates.|education|education|student-_|education|educational_degree|people_with_this_degree.|education|education|student-|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_institution|students_graduates.|education|education|major_field_of_study-	1.152588273776495
-_|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_institution|students_graduates.|education|education|major_field_of_study-	1.1164388353849664
-|education|educational_institution|students_graduates.|education|education|major_field_of_study-_|education|field_of_study|students_majoring.|education|education|major_field_of_study-	0.8532020309828794
-|education|educational_institution|students_graduates.|education|education|student-_|education|educational_degree|people_with_this_degree.|education|education|student-|education|educational_degree|people_with_this_degree.|education|education|major_field_of_study-	0.8214787630958625
-|education|educational_institution|colors-_|education|educational_institution|colors-_|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_institution|students_graduates.|education|education|major_field_of_study-	0.8172598352823707
-|education|educational_institution|students_graduates.|education|education|major_field_of_study-_|education|educational_institution|students_graduates.|education|education|major_field_of_study-|education|educational_institution|students_graduates.|education|education|major_field_of_study-	0.7706870426874494
-_|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_degree|people_with_this_degree.|education|education|institution-_|education|educational_degree|people_with_this_degree.|education|education|institution-|education|educational_degree|people_with_this_degree.|education|education|major_field_of_study-	0.6891748792377053
